name,address,phone,type,delivery_route,beat_name,team_id
"RAWAT GEN STORE","CANAL ROAD, NEAR BACHAT SUPER STORE","","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"NARULA STORE","NESHVILLA ROAD, NEAR MINI STORE","+919917119711","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"HEALTH LINE MEDICAL","CHANDARBANI, CHANDARBANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SHIVA MEDICOS","KANWALI ROAD, KANWALI ROAD","+919760005124","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"JAYA COSMETICS","FUWARA CHOWK, NEAR GRAH SANGRAH","+919690326868","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"BADONI GEN STORE","DHARAMPUR, HARIDWAR ROAD","+918760133470","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"PETROLEUM UNIVERSITY","DEHRADUN","","General Trade","ZNPA","ZNPA",MA
"DOON MEDICAL","CHANDRBANI, CHANDRBANI","+919897922142","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"GUPTA GEN STORE","KARANPUR, ARYA NAGAR KARANPUR","+919012524838","General Trade","KARANPUR","KARANPUR",MA
"NEGI GEN STORE","DHARAMPUR, DHARAMPUR","+919634628918","General Trade","RACE COURSE","RACE COURSE",MA
"BISHT MEDICAL STORE","RACE COURSE, OPP OFFICERS COLONY","+918979700461","General Trade","RACE COURSE","RACE COURSE",MA
"AMIT MEDICAL","NEHRU COLONY, DHARAMPUR","+919997170538","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"GANPATI CORNER","NIRANJANPUR, NIRANJANPUR","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"NEEDS THE STORE","DHARAMPUR, ARAGHAR CHOWK DHARAMPUR","+919897322380","General Trade","RACE COURSE","RACE COURSE",MA
"MAA LAXMI PROV STORE","NEHRU COLONY, OPP SURYA MEDICAL","+917088289898","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"KRISHNA MEDICOS","CHANDRABANI, WILDLIFE ROAD","+919045741113","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"DAILY NEEDS","PREMNAGAR, PREMNAGAR","+917500224444","General Trade","PREM NAGAR","PREM NAGAR",MA
"SAI PHARMA","DAKRA ROAD, NEAR SYNERGY HOSPITAL","+917500668484","General Trade","KAULAGARH","KAULAGARH",MA
"AMAR PRO STORE","PATEL NAGAR, PATEL NAGAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"GANGA MEDICOS","BHANDARI BAGH, LAKHI BAGH","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"PRAVEEN TAYAL UNCLE","","","General Trade","ZOTHER","ZOTHER",MA
"FAIR DEAL CHEMIST","DARSHINI GATE, DARSHINI GATE","+917895269514","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"NEW NANDA MEDICAL","BHANDARI BAGH, LAKHI BAGH","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"DIVYA MEDICAL STORE","RAJEEV NAGAR, RAJEEV NAGAR","+918937910927","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"JAGDAMBA MEDICOS","DANDA DHARAMPUR, LANE NO 1 BADRISH COLONY","+919557259789","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"RIDDHI COSMETICS","THDC COLONY, THDC COLONY","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"SWASTIK MEDICAL","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"VARIETY CENTER STORE","KAULAGARH, CHAKRATA ROAD","+919837827000","General Trade","PANDITVARI","PANDITVARI",MA
"SHIV MEDICAL","TAPOVAN ROAD, OPP BRIGHT SCHOLARS SCHOOL","+919997300044","General Trade","RAIPUR","RAIPUR",MA
"S S FAST FOOD","JOGIWALA, JOGIWALA","+919410708700","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"JAI MAA ANNPURNA MEDICAL","LADPUR, RAIPUR","+919458390012","General Trade","RAIPUR","RAIPUR",MA
"PREM GEN STORE","PREMNAGAR, PREM NAGAR","+918077544284","General Trade","PREM NAGAR","PREM NAGAR",MA
"MUKESH STORE","TURNER ROAD, OPP HIMGIRI","+918755982431","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"HARDIK MEDICAL","DHARAMPUR, NEAR LIC BUILDING","+917060252968","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"VANSH COSMETIC","RAIPUR, RAIPUR","","General Trade","RAIPUR","RAIPUR",MA
"BALAJI DEPT STORE","PO ROAD, OPP INDU COSMETICS","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"PEARL & BAKERY","MOHINI ROAD, DHARAMPUR","+919497738000","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"MY STORE","DHARAMPUR, DHARAMPUR","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"GULATI CHEMIST","DHARAMPUR, DHARAMPUR CHOWK","+919837322287","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"JOLLY MEDICAL","RAIPUR, RAIPUR","+918030447769","General Trade","RAIPUR","RAIPUR",MA
"PHARMACY","RAJPUR ROAD, RAJPUR ROAD","+919997510511","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"IMA VEG DEPT. STORE","IMA - PANDITVARI","+917535031079","General Trade","PANDITVARI","PANDITVARI",MA
"S K JEWELLERY","KOTWALI BAZAAR, KOTWALI","+918630061115","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"KASHI VISHWANATH STORE","GANDHIGRAM, GANDHI GRAM","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHREE MEDICAL & GEN","SUBHASH NAGAR, SUBHASH NAGAR","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SHREE RAMA ENTERPRISES","MOTHROWALA, MOTHROWALA ROAD","+919012360715","General Trade","KARGI","KARGI",MA
"SHYAM SUPER STORE","SRINAGAR, SRINAGAR    PH-9412033299","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"MOHIT DEPT STORE","KALIDAS ROAD, NESHVILLA ROAD","+919897477245","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"KUMAR TRADERS","HANUMAN CHOWK, NEHER VALI GALI","+919997863304","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"SHAKTI MEDICOS","CLEMENT TOWN, CLEMENT TOWN","+919412967338","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SHANTI MEDICAL","TAPOVAN, TAPOVAN ROAD","+919557563375","General Trade","RAIPUR","RAIPUR",MA
"FAMILY CARE MEDICAL","LAKHI BAGH, LAKHI BAGH","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"C B MEDICAL","RAIPUR ROAD, RAIPUR ROAD","+919634215227","General Trade","RAIPUR","RAIPUR",MA
"WELLNESS MEDICAL","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SATHVIK TRADER","HANUMAN CHOWK, HANUMAN CHOWK","+918938880977","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"SHIMMER & MAGIC","SD ROAD, DO BACHHI ROAD","+919897031184","General Trade","SD ROAD","SD ROAD",MA
"TP STORE","PANDITVARI, PANDITVARI","+919897319741","General Trade","PANDITVARI","PANDITVARI",MA
"ADITIYA GEN STORE","RAJPUR ROAD, RAJPUR ROAD","","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"CANOPY","VISHAL, DEHRADUN","","General Trade","ZNPA","ZNPA",MA
"DOON MEDICAL","KEDARPURAM, KARGI","+919068499298","General Trade","ZNPA","ZNPA",MA
"RANA MEDICAL","MOTHROWALA, OPP SHRI RAMA DEPT","+919870647541","General Trade","KARGI","KARGI",MA
"BALODI MEDICOS","CHANDRABANI, NEAR KANISHK PROV STORE","+918410204954","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"LUXMI STORE","RAJPUR ROAD, RAJPUR ROAD","","General Trade","ZNPA","ZNPA",MA
"KANISHKA COSMETICS","DAKRA, DAKRA","+919690408296","General Trade","KAULAGARH","KAULAGARH",MA
"JOSHI MEDICAL","GOVIND GARH, GOVIND GARH","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ONLINE RASHAN","MATA MANDIR ROAD, AJABPURKALA","+919639271359","General Trade","RACE COURSE","RACE COURSE",MA
"GARHWAL COSMETICS","BANJARAWALA, KARGI","+917412083350","General Trade","ZNPA","ZNPA",MA
"DABRAL MEDICAL","BANJARAWALA, NEAR SUVIDHA SUPERMARKET KEDARPUR","+918979332316","General Trade","KARGI","KARGI",MA
"ANSARI MEDICAL","KARANPUR, KARANPUR","+919368871044","General Trade","KARANPUR","KARANPUR",MA
"NEW INDIA MEDICAL","AZAD COLONY, AZAD COLONY","","General Trade","ZNPA","ZNPA",MA
"HB COSMETIC","TURNER ROAD, TURNER ROAD","","General Trade","ZNPA","ZNPA",MA
"PAYAL COSMETICS","PREMNAGAR, PREMNAGAR","+917906573519","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"ANIL PROV STORE","BRAHAMWALA, BRAHAMWALA","","General Trade","ZNPA","ZNPA",MA
"BALAJI STORE","BRAHAMPURI, BRAHAMPURI","","General Trade","ZNPA","ZNPA",MA
"TEKCHAND PURANCHAND","HANUMAN CHOWK, JHANDA BAZAR","+919412935500","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"GIFT HOUSE","CLOCK TOWER, CLOCK TOWER","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"BABA DEEP MEDICAL","PATEL NAGAR, PATEL NAGAR","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MANISH PROV STORE","BHANDARI BAGH, BHANDARI BAGH","","General Trade","ZNPA","ZNPA",MA
"DR MEDICAL","DEHRA KHAS, DEHRA KHAS","+918755613254","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RINNA GOSAI","KARGI CHOWK, KARGI CHOWK","","General Trade","ZNPA","ZNPA",MA
"MALKA BEAUTY PARLOUR","BHANDARIBAGH, BHANDARIBAGH","","General Trade","ZNPA","ZNPA",MA
"SACHDEVA COSMETIC","PREMNAGAR, PREMNAGAR","+919412910696","General Trade","PREM NAGAR","PREM NAGAR",MA
"NIKHIL PROV STORE","LADPUR, RAIPUR ROAD","","General Trade","ZNPA","ZNPA",MA
"HARSH DEV PAHRMA","CLEMENT TOWN, CLEMENT TOWN","","General Trade","ZNPA","ZNPA",MA
"PANKAJ MEDICAL","CHANDRABANI, CHANDRABANI CHOYLA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"RAYAN COSMETIC","GOVIND GARH, GOVIND GARH","","General Trade","ZNPA","ZNPA",MA
"ROSE BEAUTY PARLOUR","RAJEEV NAGAR, RAJEEV NAGAR","","General Trade","ZNPA","ZNPA",MA
"MADHURI BEAUTY PARLOUR","RISPINA, DHARAMPUR","","General Trade","ZNPA","ZNPA",MA
"COMBINE MEDICAL","PATEL NAGAR, PATEL NAGAR","","General Trade","ZNPA","ZNPA",MA
"SAATH DUKAN","DEHRA KHAS, DEHA KHAS","","General Trade","ZNPA","ZNPA",MA
"HOME NEEDS STORE","ITBP ROAD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"VANI SEWING CENTRE","BADOWALA, BADOWALA","","General Trade","ZNPA","ZNPA",MA
"RATURI MEDICAL","BADOWALA, BADOWALA","","General Trade","ZNPA","ZNPA",MA
"MEHTA POINT","PATHRIBAGH, PATHRIBAGH","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MINI MART","NESHVILLA ROAD, NESHVILLA ROAD","+919412347199","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"PUNDIR MEDICAL","JHAKHAN, OPP PETROL PUMP","+919756223424","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"MUNNA PROV STORE","MAJRA, MAJRA","","General Trade","ZNPA","ZNPA",MA
"SANT SINGH HARMOHINDER SINGH","PALTAN BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"KOMAL GEN STORE","PALTAN BAZAR, KOTWALI PALTAN BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"KUL VANSHI MEDICAL","GAURAKPUR, GAURAKPUR","","General Trade","ZNPA","ZNPA",MA
"GAYATRI POOJA BHANDAR","RING ROAD, RING ROAD","+917088330088","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"RAM RATAN PATANJALI STORE","TAPOVAN, TAPOVAN ROAD","+919336955074","General Trade","RAIPUR","RAIPUR",MA
"MAHAWAR GEN STORE","KAULAGARH, NEAR SHRINGAR COSMETICS","+918979495022","General Trade","KAULAGARH","KAULAGARH",MA
"RAJESH PROV STORE","KAULAGARH, KAULAGARH","+919897720717","General Trade","KAULAGARH","KAULAGARH",MA
"GUPTA PROV STORE","CHARKHI GATE, KAULAGARH","+918755942111","General Trade","KAULAGARH","KAULAGARH",MA
"OLD DOON GEN STORE","CLEMENT TOWN, NEAR POLICE CHOWKI POST OFFICE ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"TANYA COSMETIC","SAHARANPUR CHOWK, SHARANPUR CHOWK","+919720984045","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"MJ MEDICOS","KARANPUR, NEAR JVG TRADERS","+918909489666","General Trade","KARANPUR","KARANPUR",MA
"AMAN COSMETIC","SAHARANPUR CHOWK, SAHARANPUR CHOWK","","General Trade","ZNPA","ZNPA",MA
"PARVEEN MEDICAL","TURNER ROAD, TURNER ROAD","+918279892769","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"KRISHNA PRO STORE","POLICE LINE, RACE COURSE","+918218373476","General Trade","RACE COURSE","RACE COURSE",MA
"MAA ANNAPURNA DEPT.","RING ROAD, 6 NO PULIYA RING ROAD","+917300596380","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"AMBIKA COSMETICS","RAJPUR VILLAGE, NEAR PAWAN KUMAR BROTHERS","","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"TIP DEPT. STORE","SAHARANPUR ROAD, SHIMLA BYPASS","+919897203403","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"GUPTA GEN STORE","PREM NAGAR, PREMNAGAR","+919927575552","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SIDDHI COLLECTION","RAJENDAR NAGAR, RAJENDAR NAGAR","+919997442373","General Trade","PANDITVARI","PANDITVARI",MA
"PANT DEPT STORE","RING ROAD, ALKNANDA ENCLAVE","+919837575103","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"KAILASH STORE","CHAKRATA ROAD, CHAKRATA ROAD","+919759382073","General Trade","PANDITVARI","PANDITVARI",MA
"RITA GEN STORE","PALTAN BAZAAR, NEAR OLD TEHSIL","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"ABHISHEK ENTERPRISES -JHANDA BAZAR","JHANDA JI 9897649333","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"GUPTA PROV","MDDA, NEAR VANIYA MEDICAL 9997461316","+919997461316","General Trade","Unassigned","Unassigned",MA
"MANORI GEN STORE","MOHKAMPUR, NEAR LAVANA MALL","+919412914739","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"GUPTA BROTHERS","MIYAWALA, MIYAWALA","+919760367577","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"SHIV SHAKTI STORE","MIYAWALA, MIYAWALA","+918979875178","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"KANISHK PROV","CHANDRABANI ROAD, NEAR BANSAL HOME","+919690254993","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"KHUSHBOO DHIMAN","HOME","","General Trade","ZOTHER","ZOTHER",MA
"ANSH PROV","SEWLA KALA, SEWLA KALA","+919719242099","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"P R ASSOCIATES","RACE COURSE, RACE COURSE","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"ANIL GENERAL STORE","PALTAN BAZAR, GHOSI GALI","+919997881478","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"PUNDIR MEDICAL","NALAPANI CHOWK, NEAR SHRI KRISHNA WEDDING POINT","+919997822300","General Trade","SD ROAD","SD ROAD",MA
"HP PHARMA","RAJENDRA NAGAR, NEAR PARADISE COSMETICS","+919520358213","General Trade","ZNPA","ZNPA",MA
"ANSHIKA COSMETICS","GOVIND GARH, GOVIND GARH  8630089669","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"JOSHI MEDICAL","RAIPUR, TAPOVAN ROAD","+917895081183","General Trade","RAIPUR","RAIPUR",MA
"SETHI COSMETICS","KEDARPURAM, NEAR HARA PULL","+919760124234","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"SHREE BALAJI COSMETICS","DEHRAKHAS, PATHRIBAGH CHOWK","","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"RAKHI FANCY STORE","PALTAN BAZAAR, PALTAN BAZAAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"EASY BUSY STORE","KARANPUR, BANGALI LIBRARY ROAD","+917060727506","General Trade","KARANPUR","KARANPUR",MA
"SHAKA PRO STORE","KARANPUR, NEAR POONAM COST","","General Trade","KARANPUR","KARANPUR",MA
"HIMANK PHARMACEUTICALS PVT LTD","NEAR KARGI CHOWK","+919720204600","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"MALHOTRA BROS","PALTAN BAZAAR, GHOSHI GALI","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"PUNDIR PRO STORE- RAJPUR","NEAR KUMAR STORE","+918445701908","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"ANSHUL","OFFICE","","General Trade","ZOTHER","ZOTHER",MA
"SUNIL UNCLE","NEIGHBOR","","General Trade","ZOTHER","ZOTHER",MA
"MOHAN DAS PROV STORE","DAKRA, NEAR VINOD CHEMIST","+919411722278","General Trade","KAULAGARH","KAULAGARH",MA
"R S ENTERPRISES","KARGI CHOWK, KARGI CHOWK","+919149293959","General Trade","KARGI","KARGI",MA
"KOMAL COSMETICS","NEHRU COLONY, SANATAN MANDIR ROAD","+916397379162","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"MAHANIDHI LIFE LINE PHARMACY","NESHVILLA ROAD","+919760214509","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"SOUNDARYA COSMETICS","MIYAWALA, OPP SHIV SHAKTI","+917895844666","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"PAWAN KUMAR & BROTHERS","RAJPUR, MDDA PARK","+919997619310","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"SHREE STORE","SD ROAD, OPP DEEP DEPT STORE","+917983080642","General Trade","SD ROAD","SD ROAD",MA
"DIVINE VENTURES","GMS ROAD, FRESH BERRY NEAR BALLUPUR CHOWK","+917599788888","General Trade","KAULAGARH","KAULAGARH",MA
"MAA GANGA DAIRY","KEDARPURRAM, KEDARPURAM","+917500621393","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"ANUSHA COSMETICS","RING ROAD, RING ROAD","+918410343433","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"FRIENDS MEDICAL","KANDOLI, AFTER BASMENT STORE","+919012502104","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"SHREE HARI STATIONRY","KANWALI ROAD, KANWALI ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SHIVLOK MEDICOSE-MDDA RD","MDDA","+919760208416","General Trade","Unassigned","Unassigned",MA
"ADVIK STORE","POOJA VIHAR, POOJA VIHAR","+918192860838","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"OM SAI COSMETICS","CLEMENT TOWN, CLEMENT TOWN","+916395125166","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"HINDWAN DEPT","KARGI, KARGI","+918477991115","General Trade","DEHRA KHAS","DEHRA KHAS",MA
"9 TO 9 STORE","MOHKHAMPUR, MOHKAMPUR 9870632924","+919870632924","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"GUPTA PRO STORE","CLEMENT TOWN, NAYI BASTI NEAR BUDDHA TEMPLE","","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"SAMPLING VIP","SAMPLING","","General Trade","ZOTHER","ZOTHER",MA
"GAIROLA MEDICAL","DHARAMPUR, DHARAMPUR","+919760163409","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"FAMILY STORE UR","CANAL ROAD, KANDOLI","+919410122709","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"MAHESHWARI STORE","JOGIWALA, AFTER RAILWAY CROSSING","+917895034534","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"SHIVA ENTERPRISES- HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","ZNPA","ZNPA",MA
"LAXMI DEPT STORE","MDDA KEDARPURAM, MDDA KEDARPURAM","+919557785065","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"SHARMA STORE","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",MA
"INDU COSMETICS","CLEMENT TOWN, CLEMENT TOWN","+918077225713","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"RUBI MEDICOS","BANSAL HOME, NEARBY PNB ATM","+919760609333","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"INDIAN MEDICAL","CEMENT ROAD, CEMENT ROAD NEAR POST OFFICE","+916395328580","General Trade","KARANPUR","KARANPUR",MA
"DEVI STORE","SAI LOK, SAI LOK","+919358311110","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SAVI STORE","CANAL ROAD, CANAL ROAD","+919927157919","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"TOP CHOOSE GIFT CENTER","RACECOURSE, TYAGI ROAD","+919411113846","General Trade","RACE COURSE","RACE COURSE",MA
"N B STORE","SHIMLA BYPASS, SHIMLA BYPASS","+918126657775","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"BALAJI STORE","KARANPUR, KARANPUR","+918791203888","General Trade","KARANPUR","KARANPUR",MA
"MOHAN BAKERS","KARANPUR, KARANPUR","+919412918031","General Trade","KARANPUR","KARANPUR",MA
"RISHI MEDICOS","DAKRA, DAKRA 7500673492","+917500673492","General Trade","KAULAGARH","KAULAGARH",MA
"MAHAWAR JARI","GHOSI GALI, GHOSI GALI PALTAN BAZAAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"BAJAJ TRADERS","MDDA KEDARPURAM, MDDA KEDARPURAM","+918755160033","General Trade","KARGI","KARGI",MA
"MAA BALASUNDRI MEDICAL","CANAL ROAD, CANAL ROAD","+918791427724","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"SADGURU PHARMA","CANAL ROAD, CANAL ROAD","+919528591337","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"SWATI BEAUTY PARLOUR","JHANDA BAZAR, JHANDA BAZAR, D KAR DIYA HAI","+919896972894","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"TOWN PHARMACY & OPTICALS","DHARAMPU, DHARAMPUR","+919219653521","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"SHIVAY FOODS","JHAKHAN, OPP INDIAN PETROL PUMP","+918218156682","General Trade","RAJPUR UPPER","RAJPUR UPPER",MA
"R G MEDICAL","KEDDARPURAM, NEAR TEHRI HOUSE","","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"ABHILASHA STORE","KANDOLI, KANDOLI","+919897883236","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"TRIMURTI GEN STORE","KANDOLI, KANDOLI","+919761668283","General Trade","RAJPUR LOWER","RAJPUR LOWER",MA
"ADARSH COSMETICS","JOHRI GAON, JOHRI GAON","+919639671665","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"SAI SUPER STORE","MITRALOK, MITRALOK","+917895588112","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"SIDDHI VINAYAK DEPT STORE","DHARAMP, NEAR PURNIMA COLLECTION","+919999370503","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"TURTLE EXPRESS VENTURES","BALLUPUR, NEAR MR CARE MEDICAL","+919953045486","General Trade","PANDITVARI","PANDITVARI",MA
"SUMIT BHAIYA","DEHRADUN","","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"DAILY NEEDS","KUMAR MANDI, YAMUNA COLONY","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"RAJU PROV STORE","SEWLA KALA, SEWLA KALA","+919897116972","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"NEW DAY SUPER STORE","SEWLA KALA, SEWLA KALA","+918193878770","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",MA
"SATYARAJ MEDICOSE","SD CROSSING, NEAR CHAWLA STORE","+919410149399","General Trade","SD ROAD","SD ROAD",MA
"VERMA TRADERS","MOTI BAZAR, DEHRADUN","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"GANPATI STORE","MOTI BAZAR, MOTI BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
"DEBTOR","NIVEA INDIA PVT LTD, DEHRADUN","","General Trade","ZRING ROAD","ZRING ROAD",MA
"KUMAR AGENCY UR","HANUMAN CHOWK, HANUMAN CHOWK","+918126646889","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",MA
"BALI ENTERPRISES","PREMNAGAR, THAKUR PUR ROAD","+917895166776","General Trade","PREM NAGAR","PREM NAGAR",MA
"PANWAR GEN STORE","RAJIV NAGAR, RAJIV NAGAR","+919719303911","General Trade","FUWARA CHOWK","FUWARA CHOWK",MA
"YASH COSMETICS","DAKRA, DAKRA","+919568403494","General Trade","ZSHOP CLOSED","ZSHOP CLOSED",MA
"CHICHU STORE","TURNER ROAD, TURNER ROAD","+917017253101","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"NEGI MEDICOS","MANDAKANI VIHAR, MANDAKANI VIHAR CHOWK SD ROAD","+919899111624","General Trade","SD ROAD","SD ROAD",MA
"BABA AGENCY","KAULAGARH RD, RAJENDER NAGAR","+919897009844","General Trade","ZNPA","ZNPA",MA
"TARA DUTT SHAMBHU PRASAD","HATHIBRA, NEW CANTT ROAD","+919412347484","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",MA
"KUKRETI MEDICAL","ITBP ROAD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"ASHIRWAD DEPT. STORE","ITBP ROAD, ITBP ROAD","+919967408088","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",MA
"OM GEN STORE","MOHINI ROAD, MOHINI ROAD","+919897151750","General Trade","DHARAMPUR 2nd","DHARAMPUR 2nd",MA
"POKHRIYAL PHARMACY","DHARAMPUR, DHARAMPUR","+917983858859","General Trade","MOHKAMPUR","MOHKAMPUR",MA
"JAI MAA BHAWE DAIRY","TURNER ROAD, OPP WELLMED HOSPITAL","+919797330576","General Trade","CLEMENT TOWN","CLEMENT TOWN",MA
"LIFE CARE PHARMACY","CLOCK TOWER, CLOCK TOWER","","General Trade","PALTAN BAZAR","PALTAN BAZAR",MA
