name,address,phone,type,delivery_route,team_id
"JAI MAA BHAWE DAIRY - TURNER ROAD","OPP WELLMED HOSPITAL","9797330576","General Trade","CLEMENT TOWN",MA
"LIFE CARE PHARMACY - CLOCK TOWER","CLOCK TOWER","","General Trade","PALTAN BAZAR",MA
"ABHILASHA GARMENTS - JOHRI GAON","JOHRI GAON","9997312310","General Trade","RAJPUR UPPER",MA
"SAI PROVISION STORE - SD ROAD","SD ROAD","8650967048","General Trade","SD ROAD",MA
"NIRMAL COSMETICS - HANUMAN CHOWK","HANUMAN CHOWK","9897258573","General Trade","HANUMAN CHOWK",MA
"IGST DEPOSITED","","","General Trade","Unassigned",MA
"MA GARMENTS - SUBHASH NAGAR","SUBHASH NAGAR","","General Trade","ZNPA",MA
"BAJRANGI MEDICAL - KARGI ROAD","NEAR PANT DEPT STORE","8630879665","General Trade","DEHRA KHAS",MA
"AVTAR STORES - JAKHAN","JAKHAN","9837119120","General Trade","RAJPUR UPPER",MA
"MAKIN S STORE","PREMNAGAR","9719405272","General Trade","PREM NAGAR",MA
"SANDEEP TANK","","","General Trade","HANUMAN CHOWK",MA
"JAGANNATH ASSOCIATES - TRF","","","General Trade","Unassigned",MA
"MADHU BROTHERS & COMPANY -KISHAN CH","""KISHAN NAGAR CHOWK, DDN""","05","General Trade","8171063853",MA
"RAITHWAN MEDICAL - IT PARK","IT PARK CHOWK","9759125506","General Trade","SD ROAD",MA
"FAMILY SUPER STORE - SHIMLA BYPASS","""SHIMLA BYPASS, DEHRADUN""","05","General Trade","Unassigned",MA
"PRIME LIFE PHARMACY - JHAKHAN","JHAKHAN","6395020507","General Trade","RAJPUR UPPER",MA
"MF AXIS 2019-2020","","","General Trade","Unassigned",MA
"MF MOTILAL OSWAL 19-20","","","General Trade","Unassigned",MA
"SANTOSH COSMETICS - RAIPUR","RAIPUR","7456960129","General Trade","RAIPUR",MA
"VISHAL UNCLE - CHAMAN VIHAR","CHAMAN VIHAR","","General Trade","ZOTHER",MA
"MONIKA MEDICAL - PREMNAGAR","PREMNAGAR","8077926454","General Trade","PREM NAGAR",MA
"RAWAT BROTHERS - PREMNAGAR","THAKURPUR ROAD","8126562176","General Trade","PREM NAGAR",MA
"LIFE LINE MEDICOS - KARGI","TEA ESTATE ROAD","8077942574","General Trade","KARGI",MA
"DURGA PHARMACY - NIRANJANPUR MANDI","NIRANJANPUR MANDI","8630131812","General Trade","CLEMENT TOWN",MA
"BUY FRESH - CHANDRABANI GST","CHANDRABANI","7618300061","General Trade","CLEMENT TOWN II",MA
"CST A/C","","","General Trade","Unassigned",MA
"SUN SHINE STORE - DWARIKA CHOWK","DWARIKA CHOWK","","General Trade","DHARAMPUR 2nd",MA
"LAXMI NARAYAN MERCHANDISER","","","General Trade","ZOTHER",MA
"HP LAPTOP","","","General Trade","Unassigned",MA
"GRACIOUS GROCERY - DALANWALA","BALBIR ROAD, DEHRADUN","","General Trade","DHARAMPUR 2nd",MA
"POOJA MEDICAL - KANDOLI","KANDOLI","9997077525 / 9045101818","General Trade","RAJPUR LOWER",MA
"OM VARIETY STORE - THDC COLONY","THDC COLONY","","General Trade","DEHRA KHAS",MA
"GAURI HEALTH PLUS - DHARAMPUR","OPP BATA SHOWROOM, NEAR ANKIT GEN STORE","9410555595","General Trade","DHARAMPUR 2nd",MA
"NEGI STORE - SD ROAD","OPP SHRI RAM CHEMIST, ""30.36298","05","General Trade","7351581900",MA
"MADHUR PROV - SEEMA DWAR","SEEMA DWAR","","General Trade","ITBP-GOVIND GARH",MA
"RANA MEDICAL - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",MA
"SHAKTI TRADERS - ROORKEE","MOHALLA KANOONGOYAN IMLI ROAD, NEAR SOPHIA PUBLIC SCHOOL","","General Trade","ZOUTER",MA
"NANDA MEDICAL - SAHARANPUR CHOWK","SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK",MA
"SPEEDAIR WEBTECH PVT. LTD.","DEHRADUN","","General Trade","Unassigned",MA
"THE DUCK STORE - MUSSOORIEE RD","DEHRADUN","9818460365","General Trade","RAJPUR UPPER",MA
"CLOUDTAIL INDIA PVT LTD - HR","HARYANA","","General Trade","Unassigned",MA
"NMD ENTERPRISE - NDLS","NEW DELHI","","General Trade","Unassigned",MA
"AGGARWAL SUPER STORE - THDC COLONY","THDC COLONY","9917805952","General Trade","ZNPA",MA
"RINKO PHARMACY - RACECOURSE","""59/1, RACE COURSE, NEAR PNB""","Uttarakhand","General Trade","05",MA
"CANTT MEDICAL - DAKRA","TAPKESHWAR ROAD DAKRA","8077904910","General Trade","KAULAGARH",MA
"MAA LAXMI STORE - AJABPURKALA","AJABPURKALA","","General Trade","RACE COURSE",MA
"PRAPTI MEDICOS - TURNER ROAD","TURNER ROAD","7017271259","General Trade","CLEMENT TOWN",MA
"RAWAT GEN STORE - JOGGIWALA","NEAR PINK MEDICOS","7351085092","General Trade","FUWARA CHOWK",MA
"PANWAR GEN STORE - LADPUR","OPP RAMOLA MEDICAL","9412936334","General Trade","RAIPUR",MA
"RAJ BANGLE - KARANPUR","KARANPUR","9759306652","General Trade","KARANPUR",MA
"PRAGYA MEDICOS - KANWALI ROAD","KANWALI ROAD","8979700569","General Trade","ITBP-GOVIND GARH",MA
"AVS ENTERPRISES - DHARAMPUR","OPP HANUMAN MANDIR",""8650483126","General Trade","8476975900"",MA
"NIGHT & DAY STORE 24X7","""CANAL ROAD, JHAKHAN""","05","General Trade","9997222567",MA
"S S G ENTERPRISES - KARGI","DURGA MANDIR BANJARAWALA, SELFIE STORE","7024638223","General Trade","KARGI",MA
"V MARC INDIA LIMITED","SIDCUL HARIDWAR, HARIDWAR","","General Trade","ZOTHER",MA
"SINGH MEDICAL - PREMNAGAR","PREMNAGAR","7906041452","General Trade","PREM NAGAR",MA
"SHIV SHAKTI COSMETICS - DAKRA","OPP SHIV MURTI","8057391809","General Trade","KAULAGARH",MA
"DURGA COSMETIC - PREMNAGAR","PREMNAGAR","8791368468","General Trade","PREM NAGAR",MA
"AMIT MEDICOS - GOVIND GARH","GOVIND GARH","7906402830","General Trade","ITBP-GOVIND GARH",MA
"EVERYDAY GROCERY'S - ITBP ROAD","ITBP ROAD","9690003130","General Trade","ITBP-GOVIND GARH",MA
"JAIN MEDICAL STORE - DOON HOSPITAL","DOON HOSPITAL","","General Trade","RACE COURSE",MA
"TEJAS MEDICAL HALL - DOON HOSPITAL","DOON HOSPITAL","","General Trade","RACE COURSE",MA
"SANJEEVNI MEDICAL HALL - DOON HSP","DOON HOSPITAL","","General Trade","RACE COURSE",MA
"BROS PHARMACY - TYAGI ROAD","TYAGI ROAD","","General Trade","RACE COURSE",MA
"DOON MEDICAL - MAJRA","NEAR AZAD TENT HOUSE","8006277475","General Trade","CLEMENT TOWN",MA
"OM BANGLE & COSMETIC - DEHRA KHAS","DEHRA KHAS","9456666657","General Trade","DEHRA KHAS",MA
"CHAUHAN MEDICAL - DEHRA KHAS","DEHRA KHAS","9927877034","General Trade","DEHRA KHAS",MA
"KANIKA COSMETICS - KARGI ROAD","KARGI ROAD","9690524060","General Trade","DEHRA KHAS",MA
"HINDWAN MEDICAL STORE - KARGI ROAD","KARGI ROAD","","General Trade","DEHRA KHAS",MA
"LIV MART - KARGI ROAD","KARGI ROAD","9069065900","General Trade","DEHRA KHAS",MA
"UTTARAKHAND MEDICAL STORE - CHANDR","CHANDRBANI","8126206433","General Trade","CLEMENT TOWN II",MA
"RASHAN BASKET - LAL PUL","LALPUL","7253053030","General Trade","DEHRA KHAS",MA
"KRITIKA STORE - GMS ROAD","GMS ROAD","9997685409","General Trade","ITBP-GOVIND GARH",MA
"ASWAL GIFT SHOP - RISHI VIHAR","RISHI VIHAR","8077856689","General Trade","ITBP-GOVIND GARH",MA
"ZAYKA PROV STORE - RISHI VIHAR","RISHI VIHAR","9760981991","General Trade","ITBP-GOVIND GARH",MA
"BHAGWATI SHOPPING SHOP - PATHRIBAGH","PATHRIBAGH","9897314583","General Trade","DEHRA KHAS",MA
"BALRAJ STORE - RACE COURSE","SURI CHOWK","9410189099","General Trade","DHARAMPUR 2nd",MA
"SURYA MEDICAL - RING ROAD","JOGIWALA CHOWK","8393870844","General Trade","MOHKAMPUR",MA
"JAGDISH CHAUHAN VENTURE - RING ROAD","RING ROAD","9818053510","General Trade","MOHKAMPUR",MA
"SURBHI MEDICAL - DOON HOSPITAL","DOON HOSPITAL","9410745545","General Trade","RACE COURSE",MA
"ANMOL TRADERS - PRINCE CHOWK","PRINCE CHOWK","9837054089","General Trade","RACE COURSE",MA
"BEAUTY CRAZE - KARANPUR","NEAR ROYAL ENFIELD","9997259665","General Trade","KARANPUR",MA
"THAPLIYAL DEPT STORE - RAIPUR","NEAR ARZU COSMETICS","8384865430","General Trade","RAIPUR",MA
"NEW SHRI RAM MEDICAL - MUNCIPAL RD","MUNCIPAL ROAD, OPP KUMAR SONS","9690930303","General Trade","DHARAMPUR 2nd",MA
"RAVI MEDICAL - KAULAGARH","KAULAGARH","9837410035","General Trade","KAULAGARH",MA
"NEW AGGARWAL - HANUMAN CHOWK","H.CHOWK","","General Trade","HANUMAN CHOWK",MA
"DOBHAL AND NAVI ENTERPRISES","OPP SIRMOR MARG RAJENDRA NAGAR","9971195954","General Trade","DHARAMPUR 2nd",MA
"DR RAJKAPOOR & SONS - SAHARANPUR","SAHARANPUR CHOWK","9897123130","General Trade","HANUMAN CHOWK",MA
"SHIVA PRO STORE - MITRLOK COLONY","MITRLOK COLONY","9412095858","General Trade","ITBP-GOVIND GARH",MA
"NEW GUPTA STORE - MITRALOK COLONY","NEAR SAI SUPER STORE MITRLOK COLONY, CLOSED 2PM TO 4PM","9997954739","General Trade","ITBP-GOVIND GARH",MA
"POOJA MEDICAL STORE - ITBP SEEMA","SEEMA DWAR","9411395766","General Trade","ITBP-GOVIND GARH",MA
"MALIK TRADERS - MALIK CHOWK","MALIK CHOWK","8958374444","General Trade","ITBP-GOVIND GARH",MA
"HOME NEEDS MART - MALIK CHOWK","MALIK CHOWK","","General Trade","ITBP-GOVIND GARH",MA
"SHAKUMBARI MEDICOS - KAMLA PALACE","KAMLA PALACE","9412742764","General Trade","DEHRA KHAS",MA
"SHREE KRIPA DEPT - PATEL NAGAR","NEAR SABHARWAL AATA CHAKI, SHIV COLONY","9897406424","General Trade","DEHRA KHAS",MA
"MANOJ TRADERS - PATEL NAGAR","GULATI MEDICAL WALI GALI, PATEL NAGAR","9997032830","General Trade","DEHRA KHAS",MA
"BALA PRITAM MEDICAL - PATEL NAGAR","GURDWARA PATEL NAGAR","","General Trade","DEHRA KHAS",MA
"CITY MEDICAL SHOP - PATEL NAGAR","""66, PATEL NAGAR""","05","General Trade","9927467724",MA
"DESTINATION COSMETICS - PATEL NAGAR","PATEL NAGAR, GURU ROAD","8410081777","General Trade","DEHRA KHAS",MA
"VEERJI GIFT & COSMETICS - GURU RD","GURU RD","9897944475","General Trade","DEHRA KHAS",MA
"GERA MEDICAL STORE - CHAKRATA ROAD","CHAKRATA ROAD","","General Trade","ITBP-GOVIND GARH",MA
"SUBHASH GENERAL STORE - CHAKRATA RD","CHAKRATA ROAD","7500505878","General Trade","ITBP-GOVIND GARH",MA
"RACHNA MEDICAL - KARGI","KARGI","9634275199","General Trade","KARGI",MA
"SIDDHI STORE - TYAGI ROAD","TYAGI ROAD","7049789367","General Trade","RACE COURSE",MA
"OM MEDICAL - NEHRU COLONY","NEAR MAHALAXMI STORE","9528534715","General Trade","FUWARA CHOWK",MA
"NIKHIL JAISWAL - RAJEEV NAGAR","RAJEEV NAGAR","7895084523","General Trade","FUWARA CHOWK",MA
"BIJALWAN STORE - KEDARPURAM","KEDARPURAM","9412009792","General Trade","FUWARA CHOWK",MA
"SINGH BROTHER'S - CLOCK TOWER","CLOCK TOWER","9045355903","General Trade","CHAKRATA ROAD",MA
"MY HEALTH MEDICOS - TILAK ROAD","""23, TILAK ROAD""","05","General Trade","8279693073",MA
"MANBHAAVAN MEDICAL STORE - TILAK RD","TILAK ROAD","9410706469","General Trade","CHAKRATA ROAD",MA
"DOON CITY MEDICAL - KARANPUR","KARANPUR","8630444428","General Trade","KARANPUR",MA
"SANCHI MEDICAL - NALAPANI ROAD","NEARBY DAYAL MEDICAL","9627654547","General Trade","SD ROAD",MA
"JAISWAL CORNER - BINDAL PULL","CHAKRATA RD","9410123376","General Trade","CHAKRATA ROAD",MA
"RUBY MEDICOS - MAJRA","NEAR AZAD TENT HOUSE","9997843387","General Trade","CLEMENT TOWN",MA
"UTTRANCHAL PROVISION STORE - PATEL","PATEL NAGAR","9897991099","General Trade","DEHRA KHAS",MA
"ROYAL CHEMIST - PREMNAGAR","PREMNAGAR","8859044553","General Trade","PREM NAGAR",MA
"KRISHNA MART - SEWLA KALA","SEWLA KALA","9411311411","General Trade","ZSHOP CLOSED",MA
"CHAUDHARY COSMETICS - SEWLA KALA","OPP KRISHNA ENCLAVE CHANDRBANI ROAD","9319738608","General Trade","CLEMENT TOWN II",MA
"KARTIK MEDICAL - SEWLA KALA","NEAR BANSAL HOME","7060326631","General Trade","CLEMENT TOWN II",MA
"BAHUGUNA MEDICINE - RING ROAD","RING ROAD","9897910313","General Trade","MOHKAMPUR",MA
"SIMRAN MEDICAL - RING ROAD","OPP BHARAT PETROL PUMP, NEAR DOBHAL CHOWK","8445555049","General Trade","MOHKAMPUR",MA
"SHREEM MEDICOS - CANAL ROAD","CANAL ROAD","9837143617","General Trade","RAJPUR LOWER",MA
"SHREE RAM CHEMIST - SD ROAD","""OPP NEGI STORE, SD UPPER""","05","General Trade","9953550213",MA
"DWARIKA MEDICAL - KARANPUR","KARANPUR","8954734802","General Trade","ZNPA",MA
"JAGDAMBA MEDICAL - RAIPUR","RAIPUR","8126038884","General Trade","RAIPUR",MA
"YOGESH PROV - RAJENDER NAGAR","RAJENDER NAGAR","9897223261","General Trade","PANDITVARI",MA
"MR CARE 24/7 PVT LTD - BALLUPUR","""1088, BALLUPUR ROAD, DEHRADUN""","Uttarakhand","General Trade","05",MA
"KHWAYISH STORE - RISHI VIHAR","RISHI VIHAR","7017122801","General Trade","ITBP-GOVIND GARH",MA
"SRI GOVINDAM SUPER STORE - ITBP ROA","ITBP ROAD","7895978666","General Trade","ITBP-GOVIND GARH",MA
"HEALTH CARE PHARMACY - GMS ROAD","SHIMLA BYPASS CHOWK, OPP FIRST PHARMACY","9759972330","General Trade","CLEMENT TOWN II",MA
"NEW KHALSA CHEMIST - GMS ROAD","SHIMLA BYPASS CHOWK","8449895240","General Trade","CLEMENT TOWN II",MA
"Q GREEN MEDICOS - TURNER ROAD","TURNER ROAD","8077314081","General Trade","CLEMENT TOWN",MA
"MAA PITAMBARI ENTERPRISES - CLEMENT","POST OFFICE ROAD","","General Trade","ZNPA",MA
"SARASWATI BOOK AGENCY - LIC BUILDIN","NEAR PURNIMA COLLECTION, LIC BUILDING","9897368003","General Trade","DHARAMPUR 2nd",MA
"A K RETAIL VENTURES - EC ROAD","10 EC ROAD, DEHRADUN","7028953900","General Trade","KARANPUR",MA
"KAMBOJ GEN STORE - MOTHROWALA ROAD","KARGI","","General Trade","ZNPA",MA
"RUCHI MEDICAL RETAIL VENTURE -KARGI","INDRESH HOSPITAL","8979073999","General Trade","DEHRA KHAS",MA
"MAA SHARDA TRADING CO - DEHRAKHAS","DEHRAKHAS","9759598940","General Trade","DEHRA KHAS",MA
"SAI PROVISION STORE - DEHRAKHAS","DEHRAKHAS","8532890343","General Trade","DEHRA KHAS",MA
"JAISWAL MEDICAL STORE - DEHRA KHAS","DEHRA KHAS","9870677808","General Trade","DEHRA KHAS",MA
"SAXENA MEDICAL STORE - DEHRA KHAS","DEHRAKHAS","7300737194","General Trade","DEHRA KHAS",MA
"BALAJI DEPT STORE - REST CAMP","REST CAMP TYAGI ROAD","8449254669","General Trade","RACE COURSE",MA
"RAWAT GEN STORE - SD ROAD","LANE NO 3 EKTA VIHAR","9559392655","General Trade","SD ROAD",MA
"BALAJI COSMETICS - GOVIND GARH","GOVIND GARH","6398822099","General Trade","ITBP-GOVIND GARH",MA
"KHANDURI MEDICAL - GOVIND GARH","GOVIND GARH","7983555196","General Trade","ITBP-GOVIND GARH",MA
"JAGANNATH ASSOCIATES - DEBTOR","""CHAMAN VIHAR, DDN""","05","General Trade","7056757050",MA
"SHREE RAM DAILY NEEDS - PATEL NAGAR","PATEL NAGAR","9105221133","General Trade","DEHRA KHAS",MA
"YAMNOTRI MEDICAL - GURU RD","GURU RD","7457883122","General Trade","ZNPA",MA
"A R MEDICOS - CHAKRATA ROAD","CHAKRATA ROAD, OPP. IMA BLOOD BANK","6398737086","General Trade","PANDITVARI",MA
"OLD INDIAN MEDICAL - RACE COURSE","SURI CHOWK","8755025979","General Trade","RACE COURSE",MA
"GUNGUN BAKER'S - TILAK ROAD","TILAK ROAD","8859503742","General Trade","ITBP-GOVIND GARH",MA
"KRISHNA MEDICOS - BINDAL PULL","BINDAL PULL","8881288852","General Trade","ITBP-GOVIND GARH",MA
"RADHE MEDICOS - NSM MARG","""151/143, NSM MARG"", SHOP CLOSED NEW SHOP SINGH MEDICAL","05","General Trade","Unassigned",MA
"DATA RAM & SONS - TAGOR VILLA","TAGOR VILLA","7875195331","General Trade","PALTAN BAZAR",MA
"AGGARWAL DAILY NEEDS - CHUKKUWALA","CHUKKUWALA","","General Trade","ZSHOP CLOSED",MA
"SHREE GANESH PROVISION STORE - CHUK","CHUKKUWALA","9997260425","General Trade","CHAKRATA ROAD",MA
"SMILE MEDICAL STORE - CHUKKUWALA","CHUKKUWALA","9927406766","General Trade","NESHVILLA ROAD",MA
"POOJA COSMETIC - KARGI","DEHRA KHAS, NEAR LIV MART","","General Trade","DEHRA KHAS",MA
"TRILOK MEDICOS - KEDARPURAM","KEDARPURAM","9568696263","General Trade","Unassigned",MA
"GOEL TRADER'S - KEDARPURAM","KEDARPURAM","8384844544","General Trade","ZSHOP CLOSED",MA
"OM SHIVSHAKTI CHEM - TYAGI ROAD","CHANDRA NAGAR ROAD, NEAR GRACE BEAUTY COL","9319240556","General Trade","RACE COURSE",MA
"ASHISH GEN STORE - PREMNAGAR","NEXT TO MADHU MEDICAL","9068338880","General Trade","ZSHOP CLOSED",MA
"MUNSHI DAAL BHANDAR - SEWLA KALA","SEWLA KALA","9568347268","General Trade","CLEMENT TOWN II",MA
"GARG AND SONS - PATEL NAGAR","GURU ROAD","7895191693","General Trade","DEHRA KHAS",MA
"SAPRA PROV STORE - GURU ROAD","GURU ROAD","9997091132","General Trade","DEHRA KHAS",MA
"RAM STORE - MOHINI ROAD","MOHINI ROAD","8755812244","General Trade","DHARAMPUR 2nd",MA
"RANA PRO STORE - MATA MANDIR RD","MATA MANDIR ROAD","9411140124","General Trade","RACE COURSE",MA
"ARADHYA NATURAL FOOD PRODUCTS","""TYAGI ROAD, DEHRADUN""","05","General Trade","9411512655",MA
"RAWAT MEDICOS & SURGICALS","NEAR DEEPAK GEN STORE, DHARAMPUR","9927569293","General Trade","RACE COURSE",MA
"VMC MEDICAL - HARIDWAR ROAD","HARIDWAR ROAD","7906042884","General Trade","ZNPA",MA
"JANTA GENERAL STORE - RISHI VIHAR","RISHI VIHAR","8864845404","General Trade","ITBP-GOVIND GARH",MA
"Z S MEDICOS - KANDOLI","KANDOLI","","General Trade","RAJPUR LOWER",MA
"OM SAI STORE - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","ZSHOP CLOSED",MA
"ANNUPURNA PROVISION STORE - CHANDAN","CHANDAN NAGAR","9368897571","General Trade","RACE COURSE",MA
"S S TRADERS - CHANDAN NAGAR","CHANDAN NAGAR","7217218855","General Trade","RACE COURSE",MA
"BISHT PROVISIONAL STORE - CHANDAN","CHANDAN NAGAR","9808610610","General Trade","RACE COURSE",MA
"KHALSA STORE - TYAGI ROAD","TYAGI RAOD, REST CAMP","","General Trade","RACE COURSE",MA
"HARPRETT GENERAL STORE - TYAGI RD","TYAGI ROAD","","General Trade","RACE COURSE",MA
"PRINCE STORE - TYAGI ROAD","TYAGI ROAD","9917742319","General Trade","RACE COURSE",MA
"KAPOOR SURGICALS STORE - SD ROAD","SD ROAD","8392987987","General Trade","ZSHOP CLOSED",MA
"SETHI PROV STORE - TYAGI ROAD","TYAGI ROAD","","General Trade","RACE COURSE",MA
"ROYAL TRADER - HANUMAN CHOWK","HANUMAN CHOWK","9634075010","General Trade","ZSHOP CLOSED",MA
"GUPTA STORE - PREAM PURI MAFI","PREAM PURI MAFI, BILL TO MAHESH GEN STORE","8979143825","General Trade","KAULAGARH",MA
"PRAGATI GEN STORE - KEDARPURAM","KEDARPURAM","0135-2672812","General Trade","Unassigned",MA
"HARI OM PROV STORE - DHARAMPUR","DHARAMPUR, LIC BUILDING","7895911860","General Trade","DHARAMPUR 2nd",MA
"FRESH TOWN - CLEMENT TOWN","CLEMENT TOWN","7255023011","General Trade","ZSHOP CLOSED",MA
"OM PHARMACY - MATA MANDIR ROAD","DHARAMPUR, NEAR BEST ONE","9411348399","General Trade","RACE COURSE",MA
"SISTER COSMETIC - MACCHI BAZAR","MACCHI BAZAR","9286500161","General Trade","CHAKRATA ROAD",MA
"RANA GENERAL STORE - SHIMLA BYPASS","SHIMLA BYPASS","9997332913","General Trade","DEHRA KHAS",MA
"SAINI MEDICAL STORE - GMS ROAD","GMS ROAD, NEAR LANDMARK SHIMLA BYPASS","8126465004","General Trade","DEHRA KHAS",MA
"JAN AUSHUDHI - RAJPUR","RAJPUR ROAD, NEAR CHOUDHARY MEDICOS","7457815801","General Trade","RAJPUR UPPER",MA
"VINAYAK GENERAL STORE - DOON HOSPI","DOON HOSPITAL","9897852172","General Trade","RACE COURSE",MA
"AARJOO BOUTIQUE & COSMETIC - RAIPUR","RAIPUR","9897429614","General Trade","RAIPUR",MA
"AL-MEHBOOB STORE - MAZRA","MAZRA","","General Trade","DEHRA KHAS",MA
"JEET COSMETICS - CHANDARBANI","CHANDRABANI","8006491313","General Trade","CLEMENT TOWN II",MA
"RATURI STORE - CHANDRABANI ROAD","NEARBY NEHA COSMETICS","9557653733","General Trade","CLEMENT TOWN II",MA
"NAVEEN GENERAL STORE - ITBP RD","ITBP RD","7983403832","General Trade","ITBP-GOVIND GARH",MA
"SHREE GANESH MEDICAL - VAN VIHAR","SHIMLA BYPASS","9897829046","General Trade","ITBP-GOVIND GARH",MA
"DOON GENERAL MERCHANT - VAN VIHAR","VAN VIHAR","8126410122","General Trade","ITBP-GOVIND GARH",MA
"SHREE SIDDHI VINAYAK MEDI - KARGI","NEAR SHRI RAMA ENTERPRISES","7037928364","General Trade","KARGI",MA
"RIDDHI SIDHI MEDICAL - MATA MANDIR","SARASWATI VIHAR","9997898128","General Trade","RACE COURSE",MA
"PARAS CONFECTIONERS - MATA MANDIR","SARASWATI VIHAR, PAYMENT BEKAR","6399534206","General Trade","RACE COURSE",MA
"RAWAT GEN STORE - MATA MANDIR RD","SARASWATI VIHAR","8958044858","General Trade","RACE COURSE",MA
"BAILWAL COSMETICS - RAJEEV NAGAR","RAJEEV NAGAR","8958452798","General Trade","FUWARA CHOWK",MA
"PUNDORA GEN - MOHKAMPUR","BEFORE FLYOVER NEAR USS DA DHABA","7310880450","General Trade","MOHKAMPUR",MA
"VALUE BASKET - CHANDARBANI","CHANDARBANI","9760911464","General Trade","CLEMENT TOWN II",MA
"SANJAY TRADERS - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",MA
"SANSKRITI STORE - HARRAWALA","HARRAWALA","8171016690","General Trade","MOHKAMPUR",MA
"SHREE SHYAM MEDICAL - HARRAWALA","HARRAWALA","7895177658","General Trade","ZSHOP CLOSED",MA
"BHATT DEPT STORE - HARRAWALA","NEAR SANSKRITI GEN STORE","9760823597","General Trade","MOHKAMPUR",MA
"VANSH BEAUTY PARLOUR - HARRAWALA","HARRAWALA","","General Trade","MOHKAMPUR",MA
"PAYAAL COSMETICS - SARASWATI VIHAR","SARASWATI VIHAR","9012944894","General Trade","RACE COURSE",MA
"VIVIKA MEDICOS - SARASWATI VIHAR","SARASWATI VIHAR","7302645180","General Trade","RACE COURSE",MA
"HEALING TOUCH CHEMIST - RAJPUR","RAJPUR ROAD","9897488960","General Trade","RAJPUR UPPER",MA
"SEMWAL STORE - AJABPURKALA","AJABPURKALA","7579287556","General Trade","RACE COURSE",MA
"RAVI PROVISION STORE - KEDARPURAM","KEDARPURAM","","General Trade","Unassigned",MA
"LAKSYA MEDICOS - DEHRAKHAS","DEHRAKHAS","9837252778","General Trade","DEHRA KHAS",MA
"MIKSHA GIFT GALLERY - TAPOVAN ROAD","TAPOVAN ROAD","7895183762","General Trade","ZSHOP CLOSED",MA
"DABRAL DEPT. STORE - NATUWAWALA","NATUWAWALA","7838398014","General Trade","RAIPUR",MA
"SANDEEP TRADERS - HANUMAN CHOWK","HANUMAN CHOWK","9897894004","General Trade","HANUMAN CHOWK",MA
"OM STORE - JOGGIWALA","JOGGIWALA","9068595558","General Trade","FUWARA CHOWK",MA
"RATURI PHARMACY - KEDARPURAM","KEDARPURAM","9412364488","General Trade","Unassigned",MA
"NEW HEALTHCARE PHARMACY - NATTANWAL","NATTAHNWALA","9899443505","General Trade","RAIPUR",MA
"RITU COSMETICS - DAKRA","DAKRA","8279977002","General Trade","ZSHOP CLOSED",MA
"KRISHNA COSMETICS - PREMNAGAR","PREMNAGAR","","General Trade","ZNPA",MA
"GURU KRIPA MEDICAL - VAN VIHAR","VAN VIHAR, CLOSES 2.30PM TO 5.00 PM","9897499607","General Trade","ITBP-GOVIND GARH",MA
"BALAJI STORE - MEHUWALA","MEHUWALA","9760221122","General Trade","ITBP-GOVIND GARH",MA
"VASANT PHARMACY - ANURAG CHOWK","ANURAG CHOWK","9720155533","General Trade","ITBP-GOVIND GARH",MA
"RAWAT GEN STORE - AJABPURKALA","AJABPURKALA","","General Trade","RACE COURSE",MA
"BABA DEPT STORE - KARGI","KARGI","9822561148","General Trade","Unassigned",MA
"NATIONAL MEDICAL STORE - DOON HOSP","NEAR SWEET SHOP DOON HOSPITAL","","General Trade","RACE COURSE",MA
"ASHOKA MEDICAL STORE - DOON HOSPITA","DOON HOSPITAL","9634758955","General Trade","RACE COURSE",MA
"BABU RAM MOHAN - CHANDAN NAGAR","CHANDAN NAGAR","9219858700","General Trade","RACE COURSE",MA
"JIYA MEDICOSE - CHANDAN NAGAR","NEXT TO GRACE BEAUTY COLLECTION","9756349184","General Trade","RACE COURSE",MA
"BHAGWATI MEDICAL - GANDHI GARAM","GANDHI GARAM","9410103959","General Trade","ITBP-GOVIND GARH",MA
"NEW RAIPUR MEDICAL STORE","""103, RAIPUR ROAD""","05","General Trade","9837222744",MA
"PARAS DAIRY - KARGI ROAD","KARGI ROAD, NARAYAN VIHAR","7302470734","General Trade","ZSHOP CLOSED",MA
"ROSHAN GEN STORE - UTTARKASHI","UTTARKASHI","9927559488","General Trade","DHARAMPUR 2nd",MA
"GUPTA PRO STORE - HANUMAN CHOWK","HANUMAN CHOWK","9837307351","General Trade","ZSHOP CLOSED",MA
"THE GROCER STORE - DHARAMPUR","JAY KAY HOSPITALITY SERVICES","9897165377","General Trade","ZSHOP CLOSED",MA
"NEGI TRADERS - RAJIV NAGAR","RAJEEV NAGAR","8958836894","General Trade","FUWARA CHOWK",MA
"AMBAY BEAUTY PARLOUR - KEDARPURAM","KEDARPURAM","9761664392","General Trade","Unassigned",MA
"ANSHIKA MEDICAL - JOHRI GAON","NEAR ABHILASHA GARMENTS",""8755229493","General Trade","9639035590"",MA
"ROZAANA - IT PARK","IT PARK","7300836504","General Trade","RAJPUR LOWER",MA
