name,address,phone,type,delivery_route,team_id
"MAITHANI MEDICOS - RING ROAD","RING ROAD","8126160261","General Trade","MOHKAMPUR",JA
"GARHWAL MEDICAL - RING ROAD","RING ROAD, BAD PAY","9756214887","General Trade","MOHKAMPUR",JA
"SURYA MEDICAL - RING ROAD","JOGIWALA CHOWK","8393870844","General Trade","MOHKAMPUR",JA
"A R MEDICOS - HARRAWALA","HARRAWALA","9897631532","General Trade","HARRAWALA",JA
"BADOLA MEDICAL - MOHKAMPUR","HARIDWAR ROAD, MOHKAMPUR","9358135787","General Trade","MOHKAMPUR",JA
"SHIV SHAKTI STORE - MIYAWALA","MIYAWALA, 8979875178","","General Trade","HARRAWALA",JA
"GAIROLA MEDICAL - DHARAMPUR","DHARAMPUR","9760163409","General Trade","FUWARA CHOWK",JA
"KANHA MINI MART - MAJRA MAFI","MAJRA MAFI","","General Trade","HARRAWALA",JA
"JAYPRAKASH - MAJRA MAFI","MAJRA MAFI","","General Trade","HARRAWALA",JA
"SHREE SHYAM STORE - POOJA VIHAR","CLEMENT TOWN","9259121941","General Trade","CLEMENT TOWN II",JA
"SANYAM COSMETICS - DDN","""BLOCK 52, THDC COLONY"", DEHRADUN","05","General Trade","9760529305",JA
"SILVER LEAF - JHAKHAN","RAJPUR ROAD","7895195639","General Trade","RAJPUR UPPER",JA
"SUNITA TRADERS - KOTWALI","KOTWALI PALTAN","9897363473","General Trade","HANUMAN CHOWK",JA
"MAHAWAR STORE - KAULAGARH","KAULAGARH","8979495022","General Trade","KAULAGARH",JA
"RENU MEDICAL - DAKRA","DAKRA","","General Trade","KAULAGARH",JA
"DATA RAM & SONS - TAGOR VILLA","TAGOR VILLA","7875195331","General Trade","PALTAN BAZAR",JA
"SUMIT DONA PATTA STORE - HANUMAN","""29, PIPAL MANDI HANUMAN CHOWK""","05","General Trade","9557322702",JA
"SHUBHAM ENTERPRISES - DDN","""70, HILL VIEW COLONY"", DDN","05","General Trade","9411109365",JA
"SUGAN CHAND STORE - RAJPUR","RAJPUR","9456111444","General Trade","RAJPUR UPPER",JA
"KING BAKER'S - RAJPUR","RAJPUR","9412057922","General Trade","RAJPUR UPPER",JA
"BAKE MASTER - RAJPUR ROAD","OPP GANDHI GROUND","","General Trade","NESHVILLA ROAD",JA
"CHADHA JI - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"AS PRO STORE - HANUMAN CHOWK","HANUMAN CHOWK","9412145973","General Trade","HANUMAN CHOWK",JA
"DIVINE STORE - TURNER ROAD","TURNER ROAD","8006120955","General Trade","CLEMENT TOWN",JA
"Q GREEN MEDICOS - TURNER ROAD","TURNER ROAD","8077314081","General Trade","CLEMENT TOWN",JA
"MAHALAXMI TRADERS - KARGI","KARGI","9756884604","General Trade","KARGI",JA
"OLD RAM NIWAS - HANUMAN CHOWK","JHANDA BAZAR","","General Trade","HANUMAN CHOWK",JA
"CHACHA SHRI & SONS - TILAK ROAD","TILAK ROAD, 0135-2720118","9410106400","General Trade","HANUMAN CHOWK",JA
"NEW AGGARWAL TRADING CO. - H.CHOWK","RAMLILA BAZAR","","General Trade","OUTER",JA
"GOYAL WHOLESALE STORE - KARGI","BANJARAWALA","8958274693","General Trade","KARGI",JA
"BALRAJ STORE - RACE COURSE","RACE COURSE, SURI CHOWK","9410189099","General Trade","DHARAMPUR 1ST",JA
"BADRI STORE - RACE COURSE","RACE COURSE, BADTAMEEJ DUKANDAR HAI","9411382249","General Trade","SHOP CLOSED",JA
"ASHIYANA BAKERS - HARIDWAR RD","HARIDWAR ROAD","","General Trade","FUWARA CHOWK",JA
"ABHISHEK ENTERPRISES - JHANDA BAZAR","JHANDA JI","9897649333","General Trade","HANUMAN CHOWK",JA
"KAMAL KUMAR SAMPLE","ZM SAMPLE","","General Trade","OTHER",JA
"PINK VILLA - RAIPUR CHOWK","RAIPUR CHOWK","8755230411","General Trade","RAIPUR",JA
"RAHUL STORE - SD ROAD","SD ROAD","","General Trade","NPA",JA
"APNA TRADERS- HANUMAN CHOWK","JHANDA BAZAR","","General Trade","HANUMAN CHOWK",JA
"QUEEN COSMETICS","PALTAN BAZAR","","General Trade","HANUMAN CHOWK",JA
"KUMAR STORE - KAULAGARH","KAULAGARH","8077248029","General Trade","KAULAGARH",JA
"SK PROV STORE - DAKRA","BIRPUR ROAD","895467723","General Trade","KAULAGARH",JA
"SHRI SHYAM PROVISON & GEN STORE","KAULAGARH","","General Trade","PANDITVARI",JA
"BISHT GENERAL STORE - VASANT VIHAR","PANDIT WARI ROAD, BISHT DAIRY","","General Trade","PANDITVARI",JA
"DOBHAL AND NAVI ENTERPRISES","RAJENDER NAGAR, NEAR CBSE REGIONAL OFFICE","9971195954","General Trade","DHARAMPUR 2ND",JA
"OLD CAKE HOUSE - TURNER ROAD","TURNER ROAD","","General Trade","CLEMENT TOWN",JA
"SURBHI MEDICAL STORE - DOON HOSPITA","DOON HOSPITAL","9410745545","General Trade","DOON HOSPITAL",JA
"JIYA MEDICOS - CHANDAN NAGAR","CHANDAN NAGAR","","General Trade","DOON HOSPITAL",JA
"HEALTH N CARE","EC ROAD DHARAMPUR","8057702222","General Trade","DHARAMPUR 2ND",JA
"KAMAL KUMAR BILL","","","General Trade","OTHER",JA
"RAJ KUMAR - HATTHIBARKALA","HATTHIBARKALA","","General Trade","NESHVILLA ROAD",JA
"SANJEEV DUTT - HATTHIBARKALA","HATHIBARKALA","","General Trade","NESHVILLA ROAD",JA
"BALAJI COSMETICS","""71, RAJPUR ROAD""","05","General Trade","9760522078",JA
"ASM RANA - GMS ROAD","GMS ROAD","","General Trade","SHOP CLOSED",JA
"SIDDHIVINAYAK SRV PRIVATE LIMITED","""DHARAMPUR, DEHRADUN"", UTTARAKHAND","05","General Trade","Unassigned",JA
"KAI MANUFACTURING INDIAN PVT. LTD.","""KHASRA NO - 33/18, 19, 22/1","122105","General Trade","330",JA
"NEW SUN SHINE MS - DOON HOSPITAL","OPP. DOON HOSPITAL","","General Trade","DOON HOSPITAL",JA
"MAA SANTOSHI CHEMIST - DOON HOSPIT","OPP. DOON HOSPITAL","8057080709","General Trade","DOON HOSPITAL",JA
"ASHOKA MEDICAL STORE - DOON HOSPIT","DOON HOSPITAL","9634758955","General Trade","DOON HOSPITAL",JA
"OLD JAIN MEDICAL STORE - DOON HOSPI","DOON HOSPITAL","9634199599","General Trade","DOON HOSPITAL",JA
"NATIONAL MEDICAL STORE - DOON HOSP","DOON HOSPITAL","","General Trade","DOON HOSPITAL",JA
"CHAUDHARY COSMETICS - SEWLA KALA","NEAR BANSAL HOME","9319738608","General Trade","CLEMENT TOWN II",JA
"KARTIK MEDICAL - SEWLA KALA","NEAR BANSAL HOME","7060326631","General Trade","CLEMENT TOWN II",JA
"SHREE MEDICAL & GEN STORE","CLEMENT TOWN, SUBHASH NAGAR","","General Trade","CLEMENT TOWN",JA
"INDIAN MEDICAL - RACE COURSE","SURI CHOWK","8755025979","General Trade","DHARAMPUR 1ST",JA
"F M TRADING CO. - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"SANJAY DEPT. STORE - NEW CANTT","""20-A, NEW CANTT ROAD""","05","General Trade","9897860219",JA
"MAA BALA SUNDRI MEDICAL - CANAL ROA","CANAL ROAD","8791427724","General Trade","RAJPUR LOWER",JA
"HEENA KANGAN STORE - SAHARANPUR CH.","SAHARANPUR CHOWK","","General Trade","PATEL NAGAR",JA
"BAGGRY SAMPLE","","","General Trade","Unassigned",JA
"SANDEEP TANK","","","General Trade","OTHER",JA
"MANOHAR LAL GULSHAN KUMAR","DHAMA WALA","","General Trade","HANUMAN CHOWK",JA
"CHOCOLATE CORNER - RAJPUR ROAD","RAJPUR ROAD","9412052797","General Trade","NESHVILLA ROAD",JA
"LA BEAUTY - RAJENDER NAGAR","RAJENDER NAGAR","","General Trade","PANDITVARI",JA
"ALKYNE STORE - KARGI","KARGI","7800717786","General Trade","KARGI",JA
"JAYA COSMETICS - RING ROAD","FUWARA CHOWK","9690326868","General Trade","FUWARA CHOWK",JA
"SS SUPER STORE - SD ROAD","SD ROAD, NEAR RAMESHWARI","9720998941","General Trade","SD ROAD",JA
"OLD RAJDHANI7 - SD ROAD","SD ROAD, DEHRADUN","8076403306","General Trade","SD ROAD",JA
"KWIK MART - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"BABU GEN STORE - PANDITVARI","OPP KOTWALI, PANDIVARI","9897859606","General Trade","PANDITVARI",JA
"PRINCESS BAG CO.","""OPP. SCHOLARS HOME, UNIT NO IKLGF02"", ""PACIFIC MALL","Uttarakhand","General Trade","05",JA
"GUPTA GEN STORE - PREMNAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"BHAVYA PHARMACY - PREMNAGAR","PREMNAGAR","9756849715","General Trade","PREM NAGAR",JA
"OLD UNIYAL SUPER STORE - KARGI","KARGI","6283405633","General Trade","KARGI",JA
"ASHOK ANIL ENTERPRISES (LLP)","33 KESHAV ROAD LAXMAN CHOWK","","General Trade","SUVIDHA",JA
"NEERAJ ENTERPRISES - MUSSOORIE","MUSSOORIE, TRNS - MUSSOORIE DEHRA HILL","","General Trade","MUSSOORIE",JA
"ASIF RIYA - RIYA","RIYA","","General Trade","OUTER",JA
"FD IN HDFC CURRENT A/C","","","General Trade","Unassigned",JA
"SUSPENSE ENTRY","","","General Trade","Unassigned",JA
"AVIGHNA ENTERPRISES","""369, OMKAR ROAD, DEHRADUN""","Uttarakhand","General Trade","05",JA
"ANAND JI CASH - DDN PALTAN","DDN","","General Trade","PALTAN BAZAR",JA
"TIRUPATI MART - KARGI","AJABPUR KHURD, DEHRADUN","7053753206","General Trade","KARGI",JA
"GAURAV MASALE - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"OLD GARG TRADERS - HANUMAN CHOWK","MOCHI GALI","","General Trade","HANUMAN CHOWK",JA
"BALAJI MEDICOS - KARANPUR","BAHUGUNA MEDICAL","","General Trade","KARANPUR",JA
"SIDDHANTH MEDICAL CENTER - THAKURPU","THAKURPUR ROAD","7906553363","General Trade","PREM NAGAR",JA
"DURGA MEDICAL - SUDDHOWALA","SUDDHOWALA","9759448074","General Trade","PREM NAGAR",JA
"PANWAR MEDICOS - SUDDHOWALA","BAHUWALA ROAD","7505836103","General Trade","PREM NAGAR",JA
"MANISHA MEDICOS - BAHUWALA ROAD","SUDDHOWALA","7895197605","General Trade","PREM NAGAR",JA
"ASHA MEDICAL - BAHUWALA ROAD","BAHUWALA ROAD","8630004610","General Trade","PREM NAGAR",JA
"SEHGAL MEDICOS - BAHUWALA ROAD","SUDDHOWALA","9761821957","General Trade","PREM NAGAR",JA
"KISHOR MEDICOS - PREMNAGAR","OPP PETROL PUMP NEAR UTTRACHAL UNIV","7088000069","General Trade","PREM NAGAR",JA
"ANAND KUMAR ANIRUDH KUMAR - VIKASNA","""MAIN BAZAR, VIKAS NAGAR, UTTARAKHAN""","Uttarakhand","General Trade","05",JA
"MADHU BROTHERS & COMPANY -KISHAN CH","""KISHAN NAGAR CHOWK, DDN""","05","General Trade","Unassigned",JA
"OLD DOON GEN STORE - CLEMENT TOWN","CLEMENT TOWN","","General Trade","CLEMENT TOWN",JA
"ADARSH BAKERS - RAJENDER NAGAR","RAJENDER NAGAR, BILL TO ADARSH CONFECTIONERS","","General Trade","PANDITVARI",JA
"BHAGIRATHI MEDICAL - NEHRU COLONY","OLD NEHRU COLONY","7534801960","General Trade","DHARAMPUR 1ST",JA
".KAI MANUFACTURING","GURGAON","","General Trade","OTHER",JA
"TAAL COMMUNICATION - KARGI","""KARGI CHOWK, DEHRADUN""","05","General Trade","9997437777",JA
"VANADANA MS - RISPANA PULL","RISPANA PULL","8476975900","General Trade","FUWARA CHOWK",JA
"SAJWAN MEDICAL - DHARAMPUR","RSIPANA PULL","9412054474","General Trade","FUWARA CHOWK",JA
"DINESH STORE - VIKAS NAGAR","VIKAS NAGAR","9557334184","General Trade","RISHIKESH",JA
"OLD SHUBHAM DAIRY - HATTHIBARKALA","OPP SANJAY TARA DUTT","","General Trade","NESHVILLA ROAD",JA
"SHRI AMARNATH TRADERS - BALLUPUR","BALLUPUR","","General Trade","KAULAGARH",JA
"NEW AJANTA STORE - KAULAGARH","OPP SBI BANK, RAJENDER BANK","","General Trade","KAULAGARH",JA
"K.K. ENTERPRISES - KASHIPUR","KASHIPUR","9548991567","General Trade","OUTER",JA
"AB PHARMACEUTICAL - JOGGIWALA","JOGGIWALA","","General Trade","FUWARA CHOWK",JA
"RISHIK ENTERPRISES - MUSSOORIE","MUSSOORIE, TRNSP - VISHVANATH TRANSPORT","","General Trade","MUSSOORIE",JA
"THE GOOD GROCERS - KANDOLI","KISHANPUR, DEHRADUN","","General Trade","RAJPUR LOWER",JA
"ADARSH MEDICAL - KANDOLI","KANDOLI","","General Trade","RAJPUR LOWER",JA
"KUMAR GEN STORE - H.CHOWK","HANUMAN CHOWK, JHANDA BAZAR","","General Trade","HANUMAN CHOWK",JA
"ACHARYASRI SACHCHIDANAND PHARMACY","NOIDA","9811485676","General Trade","OUTER",JA
"OLD OM PRAKASH DINESH KUMAR - PANDI","PANDITVARI","9412954141","General Trade","PANDITVARI",JA
"SUPER BANGLE STORE - JHANDA BAZAR","MELA WALI GALI","9058427745","General Trade","HANUMAN CHOWK",JA
"HARDIK MEDICAL - DHARAMPUR","NEAR LIC BUILDING","7060252968","General Trade","DHARAMPUR 1ST",JA
"APNA STORE - GARHI CANT.","SHAKSHPEAR ROAD","9557861565","General Trade","SHOP CLOSED",JA
"RAJ GEN STORE - H.CHOWK","HANUMAN CHOWK","8278975914","General Trade","HANUMAN CHOWK",JA
"DAVINDER COS - KOTWALI","KOTWALI","9870872122","General Trade","HANUMAN CHOWK",JA
"OLD GURUNANAK GEN STORE - KOTWALI","KOTWALI","9897275589","General Trade","HANUMAN CHOWK",JA
"M A COLLECTION - PALTAN BAZAR","SRIMAL BAZAR","","General Trade","HANUMAN CHOWK",JA
"SUPER KANGAN STORE - DHAMAWALA","DHAMWALA","844500726","General Trade","HANUMAN CHOWK",JA
"MOHIT DEPT. STORE - KALIDAS ROAD","KALIDAS ROAD","","General Trade","NESHVILLA ROAD",JA
"DOON MEDICAL - CHANDARBANI","CHANDARBANI","9897922142","General Trade","CLEMENT TOWN II",JA
"DOON PLASTIC SALES - CHAKRATA ROAD","CHAKRATA ROAD","9897427135","General Trade","HANUMAN CHOWK",JA
"GARHWAL MEDICAL - NEHRUGRAM","NEHRUGARAM, NEAR DEEPTI COSMETICS","7895655990","General Trade","MOHKAMPUR",JA
"SHRI RAMA MEDICAL - KEDARPRUAM","KEDARPURAM","","General Trade","MOHKAMPUR",JA
"CHANDAN - STAFF","DDN","","General Trade","ITBP-GOVIND GARH",JA
"CROCKERY PRO MART - UR","EKTA VIHAR","","General Trade","SD ROAD",JA
"GREEN DEPARTMENTAL STORE - PONTA","""BADRIPUR, POANTA SAHIB"", HIMANCHAL PRADESH","02","General Trade","9816000037",JA
"NARANG AGENCIES - PAONTA SAHIB","PAONTA SAHIB, NEAR UNION BANK OF INDIA","6397507206","General Trade","OUTER",JA
"JOSHI BEAUTY COLLECTION - RAJENDER","RAJENDER NAGAR","","General Trade","PANDITVARI",JA
"SAHNI GEN STORE - KAULAGARH ROAD","NEAR KISHAN NAGAR CHOWK","","General Trade","PANDITVARI",JA
"NEGI BAKERS - CLEMENT TOWN","CLEMENT TOWN","","General Trade","CLEMENT TOWN",JA
"AMIT JI KAI","","","General Trade","OTHER",JA
"KOMAL COSMETICS - RAIPUR","RAIPUR CHOWK","7830153780","General Trade","RAIPUR",JA
"KOMAL GEN STORE - PALTAN BAZAR","KOTWALI PALTAN BAZAR","","General Trade","HANUMAN CHOWK",JA
"BISHAN PRO. STORE - OPP WADIA","OPP WADIA","","General Trade","KAULAGARH",JA
"KAVERI DEPARTMENTAL STORE - S.CHOWK","SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK",JA
"PURCHASES LOCAL 20.90%","","","General Trade","Unassigned",JA
"SHREE KITCHENWARE - CANAL ROAD","CANAL ROAD","9711022103","General Trade","RAJPUR LOWER",JA
"YOGESH PROVISION STORE - RAJENDER","RAJENDER NAGAR","","General Trade","PANDITVARI",JA
"RAMLAL - CASH BAGGRY","","","General Trade","DHARAMPUR 2ND",JA
"MAHIMA MEDICAL - RAJEEV NAGAR","RAJEEV NAGAR","","General Trade","FUWARA CHOWK",JA
"KAMLESH PRO STORE - RAJEEV NAGAR","RAJEEV NAGAR","","General Trade","FUWARA CHOWK",JA
"DIPTI COSMTICS - MOHKAMPUR","DOBHAL CHOWK","","General Trade","MOHKAMPUR",JA
"RAWAT PROV STORE - JOGGIWALA","JOGGIWALA","","General Trade","FUWARA CHOWK",JA
"SHRI KRISHNA MEDICAL - RISPINA PULL","RISPINA PULL","","General Trade","KEDARPURAM",JA
"KRISHAN GENERAL STORE - KEDARPURAM","KEDARPURAM","","General Trade","KEDARPURAM",JA
"KHURANA COSMETICS - DHAMAWALA","137/1 DAHMAWALA RAJA ROAD","","General Trade","HANUMAN CHOWK",JA
"CHAWLA STORE - SD CROSSING","SD CROSSING","9897860431","General Trade","SD ROAD",JA
"KUMAR TRADERS - HANUMAN CHOWK","HANUMAN CHOWK","9997863304","General Trade","HANUMAN CHOWK",JA
"PUSHPA GEN STORE - PREMNAGAR","PREMNAGAR","9557160860","General Trade","PREM NAGAR",JA
"HIMALAYAN MEDICAL - PREM NAGAR","PREMNAGAR","","General Trade","PREM NAGAR",JA
"GAGNNAT STORE - PANDITVARI","PANDITVARI","9456111444","General Trade","PANDITVARI",JA
"RAM NIWAS - HANUMAN CHOWK","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK",JA
"UNIYAL MEDICAL - DHARAMPUR","NEAR UNIYAL BAKERS","8126495219","General Trade","DHARAMPUR 1ST",JA
"MAHAKAAL DAILY NEEDS - DHARAMPUR","DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"SHUBHAM DAIRY - HATTHIBARKALA","HATTHIBARKALA","","General Trade","NESHVILLA ROAD",JA
"XIAOMI TECHNOLOGY INDIA PRIVATE LIM","HARYANA","","General Trade","OTHER",JA
"PERFECT VALUE - SHIMLA BYPASS","SHIMLA BYPASS","","General Trade","CLEMENT TOWN II",JA
"MD DEPT. STORE - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD",JA
"SAROJ COSMETIC - RAJPUR","RAJPUR","","General Trade","RAJPUR UPPER",JA
"GUPTA STORE - RAJPUR","RAJPUR","","General Trade","RAJPUR UPPER",JA
"HR MEDICAL - TAPOVAN","TAPOVAN ROAD","","General Trade","RAIPUR",JA
"AL-SHIFA MEDICAL STORE - SEWALA KAL","SEWLA KALA","","General Trade","PATEL NAGAR",JA
"SWASTIK MEDICAL - TURNER ROAD","TUNER ROAD","","General Trade","CLEMENT TOWN",JA
"PRADHAN MANTRI JAN AUSHDI - RAIPUR","RAIPUR","8800622190","General Trade","RAIPUR",JA
"SAHASTRADHARA CHEMIST - SD ROAD","SD ROAD","","General Trade","SD ROAD",JA
"RAWAT BROTHERS - PREMNAGAR","THAKURPUR ROAD","","General Trade","PREM NAGAR",JA
"ANSH PROV - SWELA KALA","SEWLA KALA","","General Trade","CLEMENT TOWN II",JA
"NARENDER FLORIST - CLEMENT TOWN","CLEMENT TOWN","","General Trade","CLEMENT TOWN",JA
"JAISWAL MEDICAL STORE - RACE COURSE","DOON HOSPITAL","","General Trade","DOON HOSPITAL",JA
"SWATI BEAUY PARLOUR - JHANDA BAZAR","JHANDA BAZAR","","General Trade","HANUMAN CHOWK",JA
"TDS A/C","","","General Trade","Unassigned",JA
"SHARDA COSMETICS - MOHKAMPUR","MOHKAMPUR","","General Trade","HARRAWALA",JA
"BAILWAL COSMETICS - RAJEEV NAGAR","RAJEEV NAGAR","","General Trade","FUWARA CHOWK",JA
"AADINETRA MEDICOSE - CANAL ROAD","CANAL ROAD","7534824365","General Trade","RAJPUR LOWER",JA
"JAHAJEE DEPARTMENTAL STORE - DIT","MUSSOORIEE ROAD","1353144171","General Trade","RAJPUR UPPER",JA
"BILL CLEAR FROM DEBTOR TO CREDITOR","","","General Trade","Unassigned",JA
"SHANNU PRO STORE - GMS ROAD","GMS ROAD","9634581007","General Trade","ITBP-GOVIND GARH",JA
"GROCERIA STORE - PACIFIC GOLF STATE","SD ROAD","9551111123","General Trade","SHOP CLOSED",JA
"SUNDRAM NARAYAN INDUSTRY - SD ROAD","MANDAKINI VIHAR","7302907321","General Trade","SD ROAD",JA
"SHRI KRISHNA MEDICAL & GEN- KAULAGA","RAJENDER NAGAR","9858158122","General Trade","PANDITVARI",JA
"HULASH RAJ ASSOCIATES - CHAKRATA RD","""H NO 4, PANCHWATI, BALLUPUR ROAD""","Uttarakhand","General Trade","05",JA
"DOON GEN STORE - CLEMENT TOWN UR","UNREGISTERED, SHIFTED TO DOON GENERAL STORE","","General Trade","CLEMENT TOWN",JA
"RIDDHI SIDDHI ENTERPRISES","HALDWANI","","General Trade","OUTER",JA
"N.B. STORE - SHIMLA BYPASS","SHIMLA BYPASS","8126657775","General Trade","CLEMENT TOWN II",JA
"JAIN PROV. STORE - TURNER ROAD","TURNER ROAD","","General Trade","CLEMENT TOWN",JA
"HIMALAYAN KITCHEN STORE - KARGI","BANGALI KHOTI CHOWK, 9891097730","7351057730","General Trade","KARGI",JA
"MAHAVEER MEDICAL STORE - TILAK ROAD","TILAK ROAD","","General Trade","HANUMAN CHOWK",JA
"M.S. ENTERPRISES - PALTAN BAZAR","PALTAN BAZAR","","General Trade","PALTAN BAZAR",JA
"VEDANT ENTERPRISES - SEWLA KALAN","SEWLA KALAN","","General Trade","CLEMENT TOWN II",JA
"VEGA SUPER STORE - RING ROAD","RING ROAD","","General Trade","MOHKAMPUR",JA
"VALLEY MEDICOS - FUWARA CHOWK","NEAR GRAH SANGRAH","","General Trade","MOHKAMPUR",JA
"OM SAI STORE - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD",JA
"AGGARWAL STORE - SARASWATI VIHAR","HATTHIBARKALA","","General Trade","NESHVILLA ROAD",JA
"AGGARWAL MEDICAL - KALIDAS ROAD","KALIDAS ROAD","9897244717","General Trade","NESHVILLA ROAD",JA
"AMBIKA STORE - RAJPUR","RAJPUR","","General Trade","RAJPUR UPPER",JA
"MAHAWAR DEPT. STORE - H.CHOWK","""BAND BAZAR, DEHRADUN""","05","General Trade","Unassigned",JA
"M S MEDICAL - DOON HOSPITAL","DOON HOSPITAL","8279976507","General Trade","DOON HOSPITAL",JA
"PRO MEDS PHARMACY - DOON HOSPITAL","DOON HOSPITAL","","General Trade","DOON HOSPITAL",JA
"MALSI BAKERY - MALSI","NEAR HANUMAN MANDIR","","General Trade","RAJPUR UPPER",JA
"SGST TO BE CLAIMED","","","General Trade","Unassigned",JA
"CGST TO BE CLAIMED","","","General Trade","Unassigned",JA
"VISHAL DEPT. STORE - KARGI","MOTHROWALA ROAD, CLOSED FOREVER REASONIN MADHAVSETUP","9997979195","General Trade","KARGI",JA
"NAWANI GENERAL STORE - DHARAMPUR","NEAR ANKIT STORE","9951736707","General Trade","DHARAMPUR 1ST",JA
"MAA MEDICAL - MATA MANDIR ROAD","MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE",JA
".BELIEVE COSMETICS PRIVATE LIMITED","DEBTOR","","General Trade","OTHER",JA
"DAILY NEEDS SUPER MART - CANAL ROAD","CANAL ROAD","","General Trade","RAJPUR LOWER",JA
"CROCKERY ProMART - SD ROAD","EKTA VIHAR, SD ROAD","9760161477","General Trade","SD ROAD",JA
"ELEGANCE - SHARNIMAL BAZAR","SHARNIMAL BAZAR","","General Trade","DHARAMPUR 2ND",JA
"FAMILY STORE - RAJENDER STORE","SIRMOR MARG, NEAR MILKU DAIRY","7060777229","General Trade","PANDITVARI",JA
"CITY PHARMACY - TURNER ROAD","OPP WELLMED HOSPITAL","7895220248","General Trade","CLEMENT TOWN",JA
"PANWAR MEDICOS - NESHVILLA ROAD","NESHVILLA ROAD","","General Trade","NESHVILLA ROAD",JA
"HEALTH CARE & CURE SURGICALS","DWARIKA STORE DHARAMPUR","","General Trade","DHARAMPUR 1ST",JA
"OLD RAM 'G' PRO STORE - KARNAPUR","DL ROAD","6005525892","General Trade","KARANPUR",JA
"HIMALAYA MEDICAL - RAIPUR","RAIPUR, 7409099005","8477087275","General Trade","RAIPUR",JA
"VIJAYA CHEMIST - RING ROAD","LANE NO 10, RING ROAD, SHOP KI TIMING OKK NAHI HAI","","General Trade","MOHKAMPUR",JA
"KOTHARI MEDICAL STORE - RAIPUR","RAIPUR","9012408663","General Trade","RAIPUR",JA
"RAMOLA MEDICAL - RAIPUR","RAIPUR","9897932107","General Trade","RAIPUR",JA
"ROYAL CHEMIST  - SEWLA KALA","OPP ANSH PROV","","General Trade","CLEMENT TOWN II",JA
"BHARTIYA JAN AUSHADI KENDRE - SEWLA","SEWLA KALA, OPP KANISHK","","General Trade","CLEMENT TOWN II",JA
"NEGI MEDICAL - RISPINA PULL","HARIDWAR ROAD","7895476968","General Trade","FUWARA CHOWK",JA
"DOON FASHION HUB - GANDHI GRAM","GANDHI GRAM","","General Trade","ITBP-GOVIND GARH",JA
"LIFE CARE MEDICOS - MATA MANDIR RD","MATA MANDIR ROAD","7467836936","General Trade","AJABPUR RACE COURSE",JA
"TAVISHI AGENCY - THDC COLONY","NEW STYLISTA PARLOUR, DEHRADUN","","General Trade","DEHRA KHAS",JA
"SAS MARKETING - PATEL NAGAR","GULATI MEDICAL WALI GALI, OPP PARAMOUNT LADIES TAILOR, DEHRADUN","8279456161","General Trade","OUTER",JA
"SIDDHI STORE - CLEMENT TOWN","OPP GRAPHIC ERA","","General Trade","CLEMENT TOWN",JA
"CHHAVI TRADERS - CLOCK TOWER","""SHOP 7, 8, NEW MARKET""","Uttarakhand","General Trade","05",JA
"GOYAL STORE - NEHRU COLONY","NEHRU COLONY","9997734811","General Trade","FUWARA CHOWK",JA
"PANKAJ DAIRY - DHARAMPUR","DHARAMPUR","","General Trade","FUWARA CHOWK",JA
"SHUBHADRA MEDICOS - DHARAMPUR","DHARAMPUR","","General Trade","MOHKAMPUR",JA
"MANGLAM STORE - NEW CANTT","""16-B, NEW CANTT ROAD""","05","General Trade","9319998968",JA
"SADANA SONS - HANUMAN CHOWK","""14, BABU GANJ, DEHRADUN""","Uttarakhand","General Trade","05",JA
"DISCOVER DISTRIBUTORS - ROORKEE","""225/1, GALI NO3, RAMNAGAR""","Uttarakhand","General Trade","05",JA
"THE UTENSIL'S STORE - RAJPUR ROAD","HATTHIBARKALA","","General Trade","NESHVILLA ROAD",JA
"NEW DEV MEDICOSE - LIC BUILDING","""SHIRA COMPLEX, DHARAMPUR""","05","General Trade","Unassigned",JA
"MAHAVEER STORE - MITRALOK COLONY","MITRALOK COLONY","","General Trade","ITBP-GOVIND GARH",JA
"ORANGE DEPT. - SAI LOK","SAI LOK","","General Trade","ITBP-GOVIND GARH",JA
"NARESH DAIRY - BALLUPUR","BALLUPUR","","General Trade","KAULAGARH",JA
"ZAIN MEDICAL STORE - TAPOVAN RD","NEAR NALAPANI BUS STAND","7500704453","General Trade","RAIPUR",JA
"C B MEDICAL - RAIPUR ROAD","RAIPUR ROAD","9634215227","General Trade","RAIPUR",JA
"MOHAN DAS PRO STORE - DAKRA","DAKRA","9411722278","General Trade","KAULAGARH",JA
"MINOCHA STORE - DISPENSARY ROAD","""16, NEW SABJI MANDI"", DISPENSERY ROAD","05","General Trade","Unassigned",JA
